congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
118,Senate,666,2024-12-05,2,314,52,45,0.225,-0.195,0.59,0.959,-0.601,PN2040,Nomination Confirmed,"Sarah Morgan Davenport, of New Mexico, to be United States District Judge for the District of New Mexico",On the Nomination,
118,Senate,667,2024-12-05,2,315,50,45,0.027,-0.419,0.711,0.123,-0.267,PN2016,Cloture Motion Agreed to,"Tiffany Rene Johnson, of Georgia, to be United States District Judge for the Northern District of Georgia",On the Cloture Motion,
118,Senate,668,2024-12-05,2,316,48,45,0.027,-0.419,0.711,0.123,-0.267,PN2017,Cloture Motion Agreed to,"Keli Marie Neary, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania",On the Cloture Motion,
118,Senate,669,2024-12-09,2,317,48,44,0.026,-0.419,0.711,0.119,-0.262,PN2016,Nomination Confirmed,"Tiffany Rene Johnson, of Georgia, to be United States District Judge for the Northern District of Georgia",On the Nomination,
118,Senate,670,2024-12-10,2,318,49,48,0.026,-0.419,0.711,0.114,-0.269,PN2017,Nomination Confirmed,"Keli Marie Neary, of Pennsylvania, to be United States District Judge for the Middle District of Pennsylvania",On the Nomination,
118,Senate,671,2024-12-10,2,319,49,47,0.001,-0.234,0.699,-0.384,-0.08,PN1650,Nomination Confirmed,"Cynthia Valenzuela Dixon, of California, to be United States District Judge for the Central District of California",On the Nomination,
118,Senate,672,2024-12-11,2,320,49,50,-0.095,-0.275,0.708,0.196,-3.169,PN1789,Cloture Motion Rejected,"Lauren McGarity McFerran, of the District of Columbia, to be a Member of the National Labor Relations Board for the term of five years expiring December 16, 2029",On the Cloture Motion,
118,Senate,673,2024-12-11,2,321,50,47,-0.042,-0.263,0.64,-0.766,-0.365,PN1827,Nomination Confirmed,"Noel Wise, of California, to be United States District Judge for the Northern District of California",On the Nomination,
118,Senate,674,2024-12-12,2,322,50,46,-0.07,-0.016,0.633,0.788,-1.888,PN1980,Cloture Motion Agreed to,"Matthew James Marzano, of Illinois, to be a Member of the Nuclear Regulatory Commission for the term of five years expiring June 30, 2028",On the Cloture Motion,
118,Senate,675,2024-12-12,2,323,50,45,-0.07,-0.016,0.633,0.788,-1.888,PN1980,Nomination Confirmed,"Matthew James Marzano, of Illinois, to be a Member of the Nuclear Regulatory Commission for the term of five years expiring June 30, 2028",On the Nomination,
118,Senate,676,2024-12-16,2,324,83,12,-0.715,0.7,-0.429,-0.638,-19.454,HR5009,Cloture Motion Agreed to,"A bill to reauthorize wildlife habitat and conservation programs, and for other purposes.",On the Cloture Motion,
118,Senate,677,2024-12-18,2,325,85,14,-0.64,0.338,-0.254,-0.398,-25.203,HR5009,Motion Agreed to,"A bill to reauthorize wildlife habitat and conservation programs, and for other purposes.",On the Motion,
118,Senate,678,2024-12-18,2,326,73,27,-0.396,-0.918,0.13,-0.653,-39.366,HR82,Cloture on the Motion to Proceed Agreed to,A bill to amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.,On Cloture on the Motion to Proceed,
118,Senate,679,2024-12-18,2,327,97,1,0.0,0.0,0.0,0.0,0.0,S4367,Motion Agreed to,"A bill to provide for improvements to the rivers and harbors of the United States, to provide for the conservation and development of water and related resources, and for other purposes.",On the Motion,
118,Senate,680,2024-12-19,2,328,73,23,-0.206,-0.979,0.112,-0.447,-36.087,HR82,Motion to Proceed Agreed to,A bill to amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.,On the Motion to Proceed,
118,Senate,681,2024-12-20,2,329,49,47,0.003,-0.219,0.697,-0.404,-0.082,PN2244,Cloture Motion Agreed to,"Benjamin J. Cheeks, of California, to be United States District Judge for the Southern District of California",On the Cloture Motion,
118,Senate,682,2024-12-20,2,330,49,47,0.003,-0.219,0.697,-0.404,-0.082,PN2244,Nomination Confirmed,"Benjamin J. Cheeks, of California, to be United States District Judge for the Southern District of California",On the Nomination,
118,Senate,683,2024-12-20,2,331,49,47,0.003,-0.219,0.697,-0.404,-0.082,PN2245,Cloture Motion Agreed to,"Serena Raquel Murillo, of California, to be United States District Judge for the Central District of California",On the Cloture Motion,
118,Senate,684,2024-12-20,2,332,49,47,0.003,-0.219,0.697,-0.404,-0.082,PN2245,Nomination Confirmed,"Serena Raquel Murillo, of California, to be United States District Judge for the Central District of California",On the Nomination,
118,Senate,685,2024-12-20,2,333,3,93,0.877,0.481,-1.274,0.432,-7.538,HR82,Amendment Rejected,To adjust the normal and early retirement ages for Social Security benefits and increase the maximum age for delayed retirement credits.,On the Amendment,
118,Senate,686,2024-12-20,2,334,28,67,0.289,-0.957,-0.194,0.174,-27.559,HR82,Amendment Rejected,To provide for automatic continuing resolutions.,On the Amendment,
118,Senate,687,2024-12-20,2,335,32,64,-0.055,-0.998,-0.181,0.373,-28.929,HR82,Amendment Rejected,In the nature of a substitute.,On the Amendment,
118,Senate,688,2024-12-20,2,336,34,62,-0.044,-0.999,-0.161,0.285,-30.872,HR82,Amendment Rejected,To delay the repeal of the Government pension offset and windfall elimination provisions until additional changes are made to offset any negative impacts on the actuarial balance of the Social Security Trust Funds.,On the Amendment,
118,Senate,689,2024-12-20,2,337,66,30,0.086,-0.996,0.155,-0.244,-31.782,HR82,Motion Agreed to,A bill to amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.,On the Motion,
118,Senate,690,2024-12-21,2,338,76,20,-0.272,-0.962,0.129,-0.64,-32.896,HR82,Bill Passed,A bill to amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.,On Passage of the Bill,
118,Senate,691,2024-12-21,2,339,85,11,0.608,0.788,0.176,0.206,-23.919,HR10545,Bill Passed,"A bill making further continuing appropriations for the fiscal year ending September 30, 2025, and for other purposes.",On Passage of the Bill,
